,Order Date,sales
0,2011-01-03,5626.3202
1,2011-01-10,28117.9274
2,2011-01-17,22685.02056
3,2011-01-24,23473.9884
4,2011-01-31,18995.2323
5,2011-02-07,14425.0411
6,2011-02-14,26060.70272
7,2011-02-21,27254.3925
8,2011-02-28,23412.02066
9,2011-03-07,32269.7567
10,2011-03-14,28901.723719999998
11,2011-03-21,49370.44934
12,2011-03-28,18728.4708
13,2011-04-04,34566.28128
14,2011-04-11,30094.8249
15,2011-04-18,24990.2487
16,2011-04-25,24729.0226
17,2011-05-02,28269.5605
18,2011-05-09,31238.37802
19,2011-05-16,27243.552
20,2011-05-23,34490.8486
21,2011-05-30,36090.1066
22,2011-06-06,57085.71788
23,2011-06-13,51772.59412
24,2011-06-20,43666.69992
25,2011-06-27,50263.12268
26,2011-07-04,27045.0314
27,2011-07-11,22989.59706
28,2011-07-18,20561.2742
29,2011-07-25,38213.59242
30,2011-08-01,34299.03504
31,2011-08-08,44556.8338
32,2011-08-15,52353.3569
33,2011-08-22,50477.85228
34,2011-08-29,39241.14604
35,2011-09-05,40761.6567
36,2011-09-12,83748.94744
37,2011-09-19,59675.96104
38,2011-09-26,75637.50124
39,2011-10-03,55458.44202
40,2011-10-10,51197.31884
41,2011-10-17,46512.66244
42,2011-10-24,41474.22686
43,2011-10-31,49002.1835
44,2011-11-07,90460.25636
45,2011-11-14,68140.02208
46,2011-11-21,62344.4134
47,2011-11-28,62938.93978
48,2011-12-05,56042.53954
49,2011-12-12,67230.19432
50,2011-12-19,82508.1709
51,2011-12-26,83466.44742
52,2012-01-02,69297.95302
53,2012-01-09,21752.4332
54,2012-01-16,40460.41
55,2012-01-23,30598.826
56,2012-01-30,31716.72334
57,2012-02-06,29592.87614
58,2012-02-13,19880.31024
59,2012-02-20,21422.6206
60,2012-02-27,26770.75
61,2012-03-05,27601.70152
62,2012-03-12,28338.47736
63,2012-03-19,42639.3128
64,2012-03-26,42756.0166
65,2012-04-02,30948.25368
66,2012-04-09,31675.5812
67,2012-04-16,47465.27472
68,2012-04-23,38305.679299999996
69,2012-04-30,38488.0665
70,2012-05-07,36219.47934
71,2012-05-14,47655.96838
72,2012-05-21,39551.21342
73,2012-05-28,52509.9638
74,2012-06-04,54946.40526
75,2012-06-11,57409.66092
76,2012-06-18,63387.57632
77,2012-06-25,73377.4662
78,2012-07-02,46732.22372
79,2012-07-09,37173.6316
80,2012-07-16,36268.81896
81,2012-07-23,30833.0515
82,2012-07-30,26995.64686
83,2012-08-06,68432.6006
84,2012-08-13,54510.51946
85,2012-08-20,70673.8986
86,2012-08-27,62490.60882
87,2012-09-03,72516.50244
88,2012-09-10,70662.13726
89,2012-09-17,70264.36776
90,2012-09-24,75736.10612
91,2012-10-01,68864.93036
92,2012-10-08,51587.05268
93,2012-10-15,62297.09428
94,2012-10-22,46919.58682
95,2012-10-29,57774.64242
96,2012-11-05,68837.484
97,2012-11-12,85217.69594
98,2012-11-19,81485.2564
99,2012-11-26,63513.3942
100,2012-12-03,82678.98176
101,2012-12-10,62486.85752
102,2012-12-17,68596.6197
103,2012-12-24,82393.89285999999
104,2012-12-31,86017.38022
105,2013-01-07,61401.92654
106,2013-01-14,33933.40938
107,2013-01-21,43296.02696
108,2013-01-28,36868.5299
109,2013-02-04,40868.317800000004
110,2013-02-11,59708.6007
111,2013-02-18,35719.19688
112,2013-02-25,31886.27022
113,2013-03-04,52489.27324
114,2013-03-11,50876.173819999996
115,2013-03-18,44938.91714
116,2013-03-25,41171.22474
117,2013-04-01,37541.30558
118,2013-04-08,41320.754
119,2013-04-15,39765.31604
120,2013-04-22,42398.387
121,2013-04-29,38036.4739
122,2013-05-06,50465.1986
123,2013-05-13,45353.9355
124,2013-05-20,50196.58096
125,2013-05-27,64603.5904
126,2013-06-03,82471.91714
127,2013-06-10,100032.42672
128,2013-06-17,110913.80276
129,2013-06-24,83620.8824
130,2013-07-01,89488.7219
131,2013-07-08,54164.05062
132,2013-07-15,53034.71982
133,2013-07-22,51871.96976
134,2013-07-29,48965.79342
135,2013-08-05,52390.0807
136,2013-08-12,64522.00608
137,2013-08-19,79884.5641
138,2013-08-26,82206.3157
139,2013-09-02,72609.71747999999
140,2013-09-09,87967.06458
141,2013-09-16,102351.934
142,2013-09-23,86819.54953999999
143,2013-09-30,86741.14236
144,2013-10-07,76234.22140000001
145,2013-10-14,56411.13956
146,2013-10-21,70548.54782
147,2013-10-28,54181.068
148,2013-11-04,73967.02606
149,2013-11-11,84438.77142
150,2013-11-18,82953.87458
151,2013-11-25,81224.03842
152,2013-12-02,104446.21171999999
153,2013-12-09,85422.63612
154,2013-12-16,90770.09686
155,2013-12-23,105918.4197
